Date;Profile;Message;Number of Likes;Number of comments;Number of Reactions, Comments & Shares;Impressions;Interactions per impression;Profile-ID;Post-ID;Link;
3/18/23 2:16 PM;Jair Messias Bolsonaro;Lula acaba com empréstimo consignado:;23465.0;6031.0;41636.0;;;211857482296579;211857482296579_841437447333678;https://www.facebook.com/522422702568489/posts/841437447333678;
3/18/23 10:38 AM;Jair Messias Bolsonaro; Jair Bolsonaro: Um Governo de recordes positivos!- Compartilhe!;10132.0;1581.0;15159.0;;;211857482296579;211857482296579_841331817344241;https://www.facebook.com/522422702568489/posts/841331817344241;
3/17/23 7:20 PM;Jair Messias Bolsonaro; Para Lula está muito fácil governar: é só desfazer o que Bolsonaro fez.- Nos últimos 3 anos Jair Bolsonaro quase ZEROU o valor do DPVAT, isso porque tivemos diminuição no número de acidentes, bem como houve melhor gestão da seguradora (sem corrupção).;22028.0;9067.0;46964.0;;;211857482296579;211857482296579_840982184045871;https://www.facebook.com/522422702568489/posts/840982184045871;
3/17/23 1:21 PM;Jair Messias Bolsonaro; Leilões do Governo Jair Bolsonaro de bens apreendidos do tráfico arrecadaram R$ 325 milhões só em 2021:- USANDO OS RECURSOS DO CRIMEPARA COMBATER O PRÓPRIO CRIME ORGANIZADO!- A cada dia, o Governo Federal aumenta sua eficiência, trazendo resultados concretos para a população brasileira.- Salvando famílias, vidas, modernizando equipamentos no combate ao crime, bem como valorizando o trabalho e o profissional de Segurança Pública.;39643.0;3132.0;48757.0;;;211857482296579;211857482296579_840845647392858;https://www.facebook.com/522422702568489/posts/840845647392858;
3/17/23 6:43 AM;Jair Messias Bolsonaro;. 357 mil novos negócios abertos em março de 2022. Maior número para o mês desde 2010:. Número representa maior abertura de negócios para o mês desde 2010.. Fonte: Serasa Experian.. O valor é 1,6% maior ante março de 2021. Do total de negócios abertos, 271.575 foram MEIs.. De todos os grupos de negócios abertos, o destaque ficou para as sociedades limitadas, com aumento de 44,5% em abertura de novas empresas do tipo.. Evolução garantida também graças às desburocratizações promovidas pelo Governo Jair Messias Bolsonaro , como digitalização recorde de serviços e a lei de liberdade econômica.;37075.0;5253.0;47739.0;;;211857482296579;211857482296579_840670640743692;https://www.facebook.com/522422702568489/posts/840670640743692;
3/16/23 7:24 AM;Jair Messias Bolsonaro;-;41242.0;6601.0;59172.0;;;211857482296579;211857482296579_840108970799859;https://www.facebook.com/522422702568489/posts/840108970799859;
3/15/23 5:38 PM;Jair Messias Bolsonaro;SÃO FRANCISCO: APÓS ANOS DE OBRAS INACABADAS E OUTRAS ABANDONADAS, FINALMENTE A ÁGUA CHEGA AO HERÓICO POVO NORDESTINO.🇧🇷!;18317.0;2367.0;26649.0;;;211857482296579;211857482296579_839782820832474;https://www.facebook.com/522422702568489/posts/839782820832474;
3/15/23 8:54 AM;Jair Messias Bolsonaro; VEJA MAIS NÚMEROS DA REDUÇÃO DE GASTOS DO GOVERNO Jair Messias Bolsonaro EM 3 ANOS E MEIO DE MANDATO- CORTE DE GASTOS: . Passagens / 2018: R$ 482 milhões. Passagens / 2020: R$ 97 milhões. Diárias / 2018: 905 milhões. Diárias / 2020: 264 milhões. Licitações / 2018: R$ 104,1 bilhões. Licitações / 2020: R$ 35,7 bilhões. Contratações de serviços/2018: R$ 86 bilhões. Contratações de serviços/2020: R$ 23 bilhões. Gastos com publicidade/2018: R$ 289 milhões. Gastos com publicidade/2020: R$ 195 milhões (sendo R$ 176 milhões referentes ao combate à covid-19). Empresas estatais/2015: prejuízo de R$ 35 bilhões. Empresas estatais/2019: lucro de R$ 109 bilhõesCorte de R$ 645 milhões para patrocínios esportivos (sendo R$ 132 milhões para a F-1 e R$ 200 milhões para clubes de futebol).. Extinção de + de 40 mil cargos efetivos em desuso.;58055.0;5467.0;72082.0;;;211857482296579;211857482296579_839560780854678;https://www.facebook.com/522422702568489/posts/839560780854678;
3/14/23 9:30 PM;Jair Messias Bolsonaro; Evento com empresários em ORLANDO - FL (14/03/2022):- Transmissão via nosso canal no YouTube!;17917.0;1448.0;21689.0;;;211857482296579;211857482296579_839326117544811;https://www.facebook.com/522422702568489/posts/839326117544811;
3/14/23 7:38 AM;Jair Messias Bolsonaro;Novos modelos de pedágios federais com barateio do custo para carros e isenção para motos, redução de impostos relacionados, DPVAT drasticamente reduzido e aumento do tempo de validade para carteiras de motoristas.(MENOS CUSTOS AO CIDADÃO). O Brasileiro em primeiro lugar!;37987.0;4911.0;52686.0;;;211857482296579;211857482296579_839001114243978;https://www.facebook.com/522422702568489/posts/839001114243978;
3/13/23 4:52 PM;Jair Messias Bolsonaro; Fechadas as toneiras da corrupção:- Estatais saem de prejuízos históricos e dão lucros recordes!- Menos de uma década atrás, o resultado global das estatais era de prejuízo bilionário. Já em 2019, passamos a um lucro de mais de R$ 109 BILHÕES.- O BNDES aumentou seu lucro em 164% de 2018 para 2019 e em 65% de 2020 para 2021, quando bateu lucro líquido recorde de R$ 34,1 bilhões.- A verdade é que com mais eficiência, transparência e respeito com o dinheiro público, o Governo inverte a lógica e coloca o Estado a serviço dos brasileiros.;49161.0;4859.0;61233.0;;;211857482296579;211857482296579_838694997607923;https://www.facebook.com/522422702568489/posts/838694997607923;
3/13/23 7:47 AM;Jair Messias Bolsonaro;1ª desestatização portuária da história do Brasill aconteceu no Governo Jair Bolsonaro:-Leilão da Codesa (Companhia Docas do Espírito Santo) contratará cerca de R$ 335 milhões em melhorias (barateamento do escoamento da produção, melhoria na logística de transportes e emprego.- A desestatização abre portas para outras privatizações, como a do Porto de Santos. E no mesmo dia (29/03/2022) aconteceram os leilões de mais 3 terminais portuários: •   PAR32, no Porto de Paranaguá/PR, •   STSII, no Porto de Santos/SP, •   SUA07, no Porto de Suape/PE.;30374.0;2284.0;36609.0;;;211857482296579;211857482296579_838470800963676;https://www.facebook.com/522422702568489/posts/838470800963676;
3/12/23 7:47 PM;Jair Messias Bolsonaro; Inscreva-se também em nosso canal no GETTR: https://gettr.com/user/jairbolsonaro;29059.0;2290.0;37754.0;;;211857482296579;211857482296579_838228077654615;https://www.facebook.com/522422702568489/posts/838228077654615;
3/12/23 9:04 AM;Jair Messias Bolsonaro; DURANTE NOSSO MANDATO O GOVERNO FEDERAL AMPLIOU OS INVESTIMENTOS EM INOVAÇÃO E PESQUISA NAS ÁREAS DE CIÊNCIA E TECNOLOGIA:- Foram mais R$ 1 BILHÃO garantidos em 2022: •   R$ 100 milhões para infraestrutura e laboratórios de pesquisas, •   R$ 180 milhões para parques tecnológicos, •   R$ 50 milhões para adequação de salas de aulas, •   R$ 50 milhões para centros de inovação, •  Investimentos também no fim da defasagem orçamentária em 130 INCTs e pesquisas, •   R$ 250 milhões para financiar linhas de estudo diversas de nível Produtividade em Pesquisa (PQ), •   Aumentamos o número de startups no Brasil nos últimos anos (marco legal das startups - desburocratizações), • Programas federais para Capacitação profissional: •   Brasil Futuro: https://linkss.app/CHKNh •   Mulheres Inovadoras: https://linkss.app/sgNBU •   Centelha: https://linkss.app/zVgtT;21674.0;2395.0;27280.0;;;211857482296579;211857482296579_837968091013947;https://www.facebook.com/522422702568489/posts/837968091013947;
3/11/23 6:12 PM;Jair Messias Bolsonaro; GOVERNO Jair Messias Bolsonaro DESTINA MAIS RECURSOS PARA 40 HOSPITAIS UNIVERSITÁRIOS FEDERAIS: R$ 154 MILHÕES (fev/2022):- R$ 103,8 milhões para custeio (medicamentos e insumos médico-hospitalares utilizados no dia a dia).- R$ 50,1 milhões para investimentos (aquisição de equipamentos e obras de ampliação).;41762.0;2685.0;51018.0;;;211857482296579;211857482296579_837645127712910;https://www.facebook.com/522422702568489/posts/837645127712910;
3/11/23 8:29 AM;Jair Messias Bolsonaro;FORAM MAIS DE 90 MIL CARGOS E FUNÇÕES EXTINTOS NA ADMINISTRAÇÃO Jair Messias Bolsonaro POR DECRETO:- Cargos Extintos:. 2019: 64.527. 2020: 21.369. 2021: 6.37- Estima-se uma economia de R$ 867 milhões por ano,- Nomeações técnicas em todos os níveis, com a mudança de cultura de nomeações meramente políticas em áreas técnicas.;41430.0;4039.0;50615.0;;;211857482296579;211857482296579_837387734405316;https://www.facebook.com/522422702568489/posts/837387734405316;
3/10/23 5:18 PM;Jair Messias Bolsonaro;-;25937.0;6733.0;49597.0;;;211857482296579;211857482296579_837064004437689;https://www.facebook.com/522422702568489/posts/837064004437689;
3/10/23 7:43 AM;Jair Messias Bolsonaro; Mais sobre o que você não saberá por grande parte da imprensa tradicional:- Governo Jair Messias Bolsonaro garantiu R$ 2,15 bilhões para apoio à cidades atingidas por desastres naturais como no RJ, MG e BA (março/2022).- Valor foi alcançado com publicação da Medida Provisória n° 1.102/22, que liberou mais R$ 479,8 milhões para ações de proteção e defesa civil aos locais mais afetados.- Recursos federais vêm sendo liberados, via crédito extraordinário, aos municípios desde novembro de 2021, à medida que as demandas são apresentadas pelos gestores locais.;30518.0;2610.0;37849.0;;;211857482296579;211857482296579_836818797795543;https://www.facebook.com/522422702568489/posts/836818797795543;
3/9/23 8:16 AM;Jair Messias Bolsonaro;-;12291.0;3113.0;25264.0;;;211857482296579;211857482296579_836253274518762;https://www.facebook.com/522422702568489/posts/836253274518762;
3/9/23 7:08 AM;Jair Messias Bolsonaro;-;20404.0;2543.0;25900.0;;;211857482296579;211857482296579_836222121188544;https://www.facebook.com/522422702568489/posts/836222121188544;
3/8/23 11:35 AM;Jair Messias Bolsonaro;-;19473.0;2129.0;26650.0;;;211857482296579;211857482296579_835770317900391;https://www.facebook.com/522422702568489/posts/835770317900391;
3/8/23 8:12 AM;Jair Messias Bolsonaro;-;3944.0;523.0;5889.0;;;211857482296579;211857482296579_835662797911143;https://www.facebook.com/522422702568489/posts/835662797911143;
3/8/23 7:34 AM;Jair Messias Bolsonaro;-;13334.0;3356.0;24922.0;;;211857482296579;211857482296579_835645264579563;https://www.facebook.com/522422702568489/posts/835645264579563;
3/7/23 6:00 PM;Jair Messias Bolsonaro; GOVERNO Jair Messias Bolsonaro TROUXE MAIS INVESTIMENTOS EM SANEAMENTO BÁSICO NO BRASIL:- Só em 2021, o setor de saneamento básico garante R$ 43 bilhões em investimentos para melhoria dos serviços.- Recursos são de repasses do Governo Federal, de investimentos provenientes de leilões de concessão de serviço e emissão de debêntures e de financiamentos em recursos de fundos federais/ BNDES.- O Ministério do Desenvolvimento Regional também entregou 137 obras e retomou 290 empreendimentos de saneamento.OBRA PARADA? NÃO!;18558.0;1743.0;25063.0;;;211857482296579;211857482296579_835323161278440;https://www.facebook.com/522422702568489/posts/835323161278440;
3/7/23 8:46 AM;Jair Messias Bolsonaro; Comparativo do valor de vários indicadores econômicos em 2018 e 2022. Entre esses anos ocorreu a maior epidemia desde 1918, a maior crise hídrica em 100 anos e a maior guerra do século.- Com tudo isso a economia brasileira cresceu e gerou empregos e renda.- Brasil: 2018 × 2022:. (Gasto do Governo)/PIB: 19,4% (2018) × 18,9% (2022),. Primeira vez que um governo termina seu ciclo de 4 anos gastando menos do que quando entrou (e lembrando que 2022 foi ano de eleição presidencial),. Dívida Bruta do Governo Geral)/PIB: 75,3% (2018) × 72,9% (2022). Isso com pandemia, maior crise hídrica em 100 anos e guerra na Ucrânia,. Número de Empresas estatais: 213 (2018) × 130 (2022),. Redução de quase 40% no número de empresas estatais,. Taxa de Investimento: 15,8% (2018) × 19,6% (39 Trimestre 2022),. 3• Trimestre de 2022 foi a maior taxa de investimento em 8 anos,. (Exportações + Importações)/PIB: 22,7% (2018) × 34,2%,. Maior grau de abertura econômica dos últimos 40 anos,. PIB: +1,8% (2018) × +2,9% (2022),. Desemprego: 12,3% (2018) × 8,1% (2022),. Menor taxa de desemprego em 7 anos,. Pela primeira vez na história a inflação brasileira ficou ABAIXO da americana,. De 2018 a 2022 o número de brasileiros investindo em Bolsa aumentou 6 vezes, e o volume negociado em renda variável em 7,5 vezes.. Via Twitter: ASachsida;41054.0;5412.0;53607.0;;;211857482296579;211857482296579_835064124637677;https://www.facebook.com/522422702568489/posts/835064124637677;
3/6/23 8:16 AM;Jair Messias Bolsonaro; A política de redução de impostos de nosso governo resultou em arrecadação recorde no Brasil. Hoje, o governo que está aí retorna com tudo no aumento de impostos relacionados aos combustíveis e promete a volta de outras tributações que custarão caro ao bolso do Brasileiro, seja ele de Direita ou de esquerda.;17550.0;1736.0;22538.0;;;211857482296579;211857482296579_834453441365412;https://www.facebook.com/522422702568489/posts/834453441365412;
3/5/23 10:19 AM;Jair Messias Bolsonaro; Enxugamento de gastos da máquina fez a dívida bruta do Brasil recuar para 72,9% do PIB em 2022. O menor patamar anual em 6 anos desde 2016. - A queda foi de 5,4 pontos percentuais em relação a 2021, segundo dados do BC (Banco Central).- Sob o Governo Jair Bolsonaro, a dívida bruta do país caiu de 75,3% para 72,9% do PIB, o que representa 2,4 pontos percentuais a menos. O PIB nominal do Brasil subiu 11,4% em 2022 ante o ano anterior - Com a pandemia, os recursos enviados pelo Governo Jair Messias Bolsonaro fizeram todos estados fecharem suas contas historicamente no azul.;50593.0;3792.0;62540.0;;;211857482296579;211857482296579_833938978083525;https://www.facebook.com/522422702568489/posts/833938978083525;
3/4/23 5:47 PM;Jair Messias Bolsonaro; CPAC 2023 (EUA) 04/02/2023- Siga nosso canal no YouTube: https://youtube.com/@jbolsonaro;55426.0;24031.0;105532.0;;;211857482296579;211857482296579_595920608739323;https://www.facebook.com/522422702568489/videos/595920608739323;
3/4/23 4:05 PM;Jair Messias Bolsonaro; Jair Bolsonaro ao vivo no CPAC 2023. Clique no link e assista!;12444.0;861.0;15321.0;;;211857482296579;211857482296579_833510888126334;https://www.facebook.com/522422702568489/posts/833510888126334;
3/4/23 4:02 PM;Jair Messias Bolsonaro; Jair Bolsonaro ao vivo no CPAC 2023: ;658.0;106.0;923.0;;;211857482296579;211857482296579_833509504793139;https://www.facebook.com/522422702568489/posts/833509504793139;
3/4/23 9:31 AM;Jair Messias Bolsonaro; Total de invasões por ano:. FHC............. 305. Lula............. 246. Dilma.......... 161. Temer.........   27. Bolsonaro...    4;19423.0;2115.0;26611.0;;;211857482296579;211857482296579_833324464811643;https://www.facebook.com/522422702568489/posts/833324464811643;
3/3/23 8:38 AM;Jair Messias Bolsonaro;-;39135.0;4786.0;49846.0;;;211857482296579;211857482296579_832684441542312;https://www.facebook.com/522422702568489/posts/832684441542312;
3/2/23 8:24 AM;Jair Messias Bolsonaro; 2022 teve menor registro de homicídios da série histórica do Fórum Brasileiro de Segurança Pública (FBSP) pelo segundo ano seguido. Índice nacional de homicídios é baseado em dados oficiais dos 26 estados e do Distrito Federal.- Cinco anos depois da criação do monitoramento, 18 mil homicídios a menos no país.- Obviamente com participação do Governo Jair Messias Bolsonaro na Política de Segurança Pública.COMPARTILHE!;12659.0;1477.0;16394.0;;;211857482296579;211857482296579_832074188270004;https://www.facebook.com/522422702568489/posts/832074188270004;
3/1/23 1:32 PM;Jair Messias Bolsonaro; Atualizações do dia realizadas no Telegram: https://t.me/jairbolsonarobrasil;164736.0;59293.0;284974.0;;;211857482296579;211857482296579_955082192214451;https://www.facebook.com/522422702568489/videos/955082192214451;
3/1/23 8:30 AM;Jair Messias Bolsonaro; Taxa de desemprego do trimestre encerrado em dezembro foi de 7,9% (melhor resultado desde março de 2014).  - A média anual da taxa desemprego fechou em 9.3% (MELHOR resultado em 7 anos)  - Massa salarial AUMENTOU (+8,3% em relação ao mesmo período em 2021). - Desburocratizações, menos interferência do estado e maior atrativo e liberdade para os investidores causam mais benefícios históricos a todos os Brasileiros.Via Twitter: ASachsida;50438.0;4726.0;63221.0;;;211857482296579;211857482296579_831484928328930;https://www.facebook.com/522422702568489/posts/831484928328930;
2/28/23 7:46 AM;Jair Messias Bolsonaro;Em nosso governo reduzimos o IPI de 4.000 produtos, e os impostos de muitos outros. O gás de cozinha, diesel, etanol e gasolina zeramos o imposto federal (PIS/Cofins). Mesmo assim, mês a mês, vínhamos batendo recordes em arrecadação.Inaceitável o aumento dos combustíveis ora anunciados pelo atual governo.;89430.0;10348.0;115838.0;;;211857482296579;211857482296579_830861041724652;https://www.facebook.com/522422702568489/posts/830861041724652;
2/27/23 3:24 PM;Jair Messias Bolsonaro; O Brasil chegou a 43 novos mercados abertos para os produtos agropecuários desde janeiro até setembro de 2022.- O número de novos mercados abertos desde 2019 para produtos agropecuários brasileiros chegou a 229, em 54 países.- O Governo Jair Messias Bolsonaro apoiando o livre comércio, gerando riquezas para o país e criando empregos para os brasileiros. É nosso Agro alimentando e comercializando produtos com todo o planeta, resultando em empregos e renda dentro do BRASIL.;59512.0;4648.0;72516.0;;;211857482296579;211857482296579_830450101765746;https://www.facebook.com/522422702568489/posts/830450101765746;
2/27/23 10:20 AM;Jair Messias Bolsonaro;. Brasil, campeão mundial de geração de energia. Reindustrialização do Nordeste e mais empregos para a região.;18344.0;1552.0;22785.0;;;211857482296579;211857482296579_830293891781367;https://www.facebook.com/522422702568489/posts/830293891781367;
2/26/23 3:44 PM;Jair Messias Bolsonaro;-;139358.0;44198.0;237805.0;;;211857482296579;211857482296579_1370885843688788;https://www.facebook.com/522422702568489/videos/1370885843688788;
2/26/23 12:20 PM;Jair Messias Bolsonaro; Documentário sobre a chegada das Águas do Rio São Francisco no sertão do Nordeste.. Vídeo via canal do YouTube “Lorim Aventuras”:;36194.0;2810.0;50202.0;;;211857482296579;211857482296579_829653981845358;https://www.facebook.com/522422702568489/posts/829653981845358;
2/25/23 9:55 AM;Jair Messias Bolsonaro;COMPARTILHE A VERDADE DIANTE DE TANTAS FAKENEWS AUTORIZADAS.;34053.0;2362.0;43923.0;;;211857482296579;211857482296579_828930641917692;https://www.facebook.com/522422702568489/posts/828930641917692;
2/24/23 11:38 AM;Jair Messias Bolsonaro; GOVERNO JAIR BOLSONARO: BNDES se torna líder em ranking global de estruturação de projetos.- Levantamento da Infralogic coloca o banco à frente de empresas do setor privado, como EY e PwC, e de instituição ligada ao Banco Mundial.- Em 2021, o BNDES foi reconhecido como o maior estruturador global de PPPs, concessões e privatizações em infraestrutura.- O Banco que em governos anteriores financiava obras em ditaduras e no exterior, e tendo como garantia charutos em seus contratos, agora estrutura projetos e financia obras dentro Brasil.- Meio ambiente, transporte, infraestrutura urbana e outros. Tudo isso traz empregabilidade e desenvolvimento nacional.;64622.0;10088.0;85535.0;;;211857482296579;211857482296579_828243588653064;https://www.facebook.com/522422702568489/posts/828243588653064;
2/23/23 11:11 AM;Jair Messias Bolsonaro;-;44640.0;4853.0;56762.0;;;211857482296579;211857482296579_827590622051694;https://www.facebook.com/522422702568489/posts/827590622051694;
2/22/23 11:13 AM;Jair Messias Bolsonaro;-;39918.0;4290.0;52277.0;;;211857482296579;211857482296579_826914552119301;https://www.facebook.com/522422702568489/posts/826914552119301;
2/21/23 10:39 AM;Jair Messias Bolsonaro;Governo Jair Bolsonaro reduziu auxílio para presos em 57,5%.- Quando assumimos em janeiro de 2019, eram 46.750 beneficiários. Em dezembro de 2022, fechou em 19.875.- Cumprimos mais um dos objetivos à frente da Presidência: endurecer as normas de recebimento do benefício. Isso foi resultado de medida provisória (já convertida em lei) no início de nosso mandato e maior fiscalização do benefício.- No início de nossa gestão, o desembolso do INSS (Instituto Nacional do Seguro Social) com o auxílio-reclusão era de R$ 49,8 milhões. O montante diminuiu para R$ 25,6 milhões em dezembro de 2022.Via Poder 360;72734.0;6760.0;91749.0;;;211857482296579;211857482296579_826201688857254;https://www.facebook.com/522422702568489/posts/826201688857254;
2/20/23 10:18 AM;Jair Messias Bolsonaro; Em nosso Governo número de homicídios teve maior redução frente série histórica.;27077.0;2283.0;35785.0;;;211857482296579;211857482296579_825516125592477;https://www.facebook.com/522422702568489/posts/825516125592477;
2/19/23 10:57 AM;Jair Messias Bolsonaro; UM GOVERNO DE RECORDES (2019/2022):- Enquanto a extrema pobreza irá aumentar no resto do mundo, por conta da pandemia e da guerra, aqui no Brasil ela diminuiu (auxílio Brasil / diminuição de impostos e agronegócio.- No saneamento básico, nós tivemos um aumento de 1000% nos investimentos. São obras para levar água potável e esgoto tratado para quem, no governo do PT, convivia com doenças e mortalidade infantil, sem o mínimo de dignidade (PT votou contra a lei que permite esses investimentos).- Durante mais de 20 anos, os carteiros dos Correios pagarão taxas que chegam a 20% da aposentadoria por conta dos desvios no fundo de pensão Postalis na época do PT. O mesmo ocorria na Caixa Econômica e em outras estatais.- No governo do Presidente Bolsonaro, por outro lado, acabou a desvio nas estatais e voltaram a ficar no azul. Resultado? Lucro sendo distribuído para os próprios trabalhadores dos Correios, reajuste salarial de 10%, investimentos, crédito para casa própria mais barato etc.- Brasil bate recorde com 100 milhões de trabalhadores empregados. ISSO depois de uma pandemia e com uma guerra. Mas não é só em emprego que estamos batendo recorde.- Comércio exterior, investimento estrangeiro, obras de saneamento básico, safra de grãos e menor tempo de abertura de empresas E não para por aí.- Em 2022 tínhamos a 6ª menor inflação do G20. O PIB em alta e inflação em queda pela 12ª semana. Recorde de novo! Preços da gasolina, diesel (imposto federal zerado) e gás de cozinha ( imposto federal zerado) despencando. Na gasolina, mais de 13 semanas de queda.- Apesar dos ataques diários e incessantes da imprensa e da oposição, a verdade é que o país caminhou na direção certa.;58652.0;3797.0;71661.0;;;211857482296579;211857482296579_824892962321460;https://www.facebook.com/522422702568489/posts/824892962321460;
2/18/23 7:00 PM;Jair Messias Bolsonaro;. Superávit das contas públicas:- Iniciamos o Governo com um déficit deR$ 25,1 bilhões nas contas públicas. Em2019. o déficit foi menor: R$ 18,6 bilhões.-2020 teve a Covid, então todo mundo voltou a se endividar. Foi um déficit de R$ 23,6 bilhões. Mas ainda assim, menor que em 2018. Em 2021, o Brasil já teve superávit de R$ 4,9 bilhões.- Ate julho de 2022, o Governo Federal registrava superávit primário de R$ 14.4 bilhões. O melhor resultado para os meses de junho desde o início da série histórica em 1997.;35639.0;3023.0;44213.0;;;211857482296579;211857482296579_824458812364875;https://www.facebook.com/522422702568489/posts/824458812364875;
2/18/23 10:05 AM;Jair Messias Bolsonaro; Redução de cargos, de gastos e superávit das contas!- Fizemos mais usando menos. Isso é eficiência.- Reduzimos cargos, reduzimos os ministérios. - Priorizamos nomeações técnicas nas áreas técnicas. E entregamos muito mais do que nos anteriores.-Extinguimos aproximadamente 90 mil cargos e funções na Administração Federal por decreto.- Em 2019, foram extintos 64.527 cargos.Em 2020, 21.369. Em, 2021 6.377. Estimamos uma economia de R$ 867 milhões por ano com a redução dos cargos.- Reduzimos os ministérios. Nomeações técnicas nas áreas técnicas, em todos os escalões. Acabamos com a cultura de nomeações meramente políticas em áreas técnicas.. Patrocínio e propaganda:- Economia em grandes patrocínios, foco em quem precisa. Desde 2019, o Governo Federal cortou patrocínios para grandes empresas e modificou a gestão dos recursos em diversas modalidades.Resultado: economia de R$ 644,5 milhões.;46262.0;4237.0;58063.0;;;211857482296579;211857482296579_824177655726324;https://www.facebook.com/522422702568489/posts/824177655726324;
2/17/23 10:00 AM;Jair Messias Bolsonaro; GASTOS ESTRANGEIROS NO BRASIL CRESCERAM 84%:- Graças a decreto presidencial que dispensa visto para Estados Unidos, Canadá, Japão e Austrália, os frutos vem sendo colhidos com geração de empregos, empreendimentos e desenvolvimento.- Entre jan. e jul. de 2022, turistas estrangeiros deixaram no Brasil mais de US$ 2,7 bilhões, isto é, 84% a mais do que o registrado no mesmo período de 2021, quando o setor captou US$ 1,5 bilhão. Somente em março, o país conseguiu obter o resultado de US$ 453 milhões.Outros meses expressivos foram janeiro (US$ 421 milhões) e julho (US$ 389 milhões).- Além disso, em junho de 2022, o setor aéreo registrou 1.703,32% de voos a mais em relação a abril de 2020, data de início das restrições impostas pela crise sanitária da Covid.;29200.0;2982.0;36319.0;;;211857482296579;211857482296579_823459575798132;https://www.facebook.com/522422702568489/posts/823459575798132;
2/16/23 8:40 PM;Jair Messias Bolsonaro; Recorde histórico de titulação de propriedades de terra. Inclusão na linha de produção, logo no mercado de trabalho, sendo mais empregos aos mais humildes!;21035.0;1638.0;27894.0;;;211857482296579;211857482296579_823076912503065;https://www.facebook.com/522422702568489/posts/823076912503065;
2/16/23 1:26 PM;Jair Messias Bolsonaro; Além do exposto, o Brasil registrou redução histórica de 40% no número de homicídios totais no país.;27206.0;3607.0;36527.0;;;211857482296579;211857482296579_822877885856301;https://www.facebook.com/522422702568489/posts/822877885856301;
2/16/23 8:21 AM;Jair Messias Bolsonaro; Recorde histórico de apreensão de drogas no 🇧🇷.;19482.0;1608.0;25316.0;;;211857482296579;211857482296579_822700459207377;https://www.facebook.com/522422702568489/posts/822700459207377;
2/15/23 9:37 AM;Jair Messias Bolsonaro; MARCO LEGAL DAS STARTUPS:- Sancionada em 2021, a Lei Complementar n° 182, também conhecida como Marco Legal das Start-ups, trouxe importantes mudanças e novas regras para este tipo de empresa, tem como objetivo aprimorar o empreendedorismo inovador no Brasil e alavancar a modernização do ambiente de negócios.- O Marco Legal das Startups é fruto de quatro anos de trabalho do Ministério da Ciência, Tecnologia e Inovações (MCTI), que contou com mais de 70 atores públicos e privados na colaboração de identificação de empreendedores brasileiros, na proposição de soluções para facilitar o nascimento e o crescimento de mais startups no Brasil.;27619.0;2250.0;33692.0;;;211857482296579;211857482296579_822045109272912;https://www.facebook.com/522422702568489/posts/822045109272912;
2/14/23 6:33 AM;Jair Messias Bolsonaro;. 5,5 MILHÕES DE EMPREGOS CRIADOS MESMO COM PANDEMIA E UMA GUERRA QUE DESTRÓI A ECONOMIA DE TODO MUNDO:- Graças a desburocratizações recordes, digitalizações históricas, lei da liberdade econômica e recorde de empresas estrangeiras que se instalaram no Brasil mediante a confiança no Governo Jair Messias Bolsonaro (2019/2022), mais um gigantesco resultado alcançado.;60170.0;7346.0;78835.0;;;211857482296579;211857482296579_821198782690878;https://www.facebook.com/522422702568489/posts/821198782690878;
2/13/23 9:50 AM;Jair Messias Bolsonaro; O Brasil produziu o 1° capacete do mundo com grafeno!- O capacete de grafeno é resultado de investimento na inserção desse ativo mineral na cadeia produtiva nacional.- Os minerais raros foram prioridades do Governo Jair Bolsonaro para alavancar nossas riquezas com tecnologia brasileira.- Lançamos o Programa InovaGrafeno naFeira Nacional de Grafeno em Caxias do Sul/RS, em 2021, funcionando como vetor nacional para o desenvolvimento do grafeno e da próxima geração dos materiais 2D à base de carbono.- E também por meio do Programa Rota 2030, a Finep anunciou apoio do desenvolvimento de soluções baseadas em grafeno para a indústria automotiva. Via Astronauta Marcos Pontes-Ciência, Tecnologia, Educação e Desenvolvimento! 🇧🇷!;33329.0;4274.0;43112.0;;;211857482296579;211857482296579_820552596088830;https://www.facebook.com/522422702568489/posts/820552596088830;
2/12/23 10:44 AM;Jair Messias Bolsonaro; Concessões e privatizações:. Geração de empregos, movimentação de investimentos e alívio para o cidadão. •  R$ 227 bilhões em privatizações através da venda de ativos da união, •  14 subsidiárias privatizadas, •  90 empresas em processo de privatização, •  79 empreendimentos concedidos à iniciativa privada em 3 anos, •  88 imóveis de luxo vendidos, •  64 mil empregos gerados com os leilões de energia elétrica, •  Maior leilão portuário dos últimos 20 anos, com cerca de R$ 1 bilhão em investimentos por parte da iniciativa privada,  • 148 leilões até junho de 2022, entre eles: •  35 portos, •  34 aeroportos, •  7 rodovias, •  6 ferrovias, •  31 projetos de energia, óleo, gás e mineração, •  9 projetos de saneamento básico (Marco do Saneamento).;58151.0;9143.0;76442.0;;;211857482296579;211857482296579_819840572826699;https://www.facebook.com/522422702568489/posts/819840572826699;
2/11/23 7:27 PM;Jair Messias Bolsonaro; DIRETO DA FLÓRIDA / ENCONTRO (11/02/2023):- Presidente BOLSONARO em Boca Raton - EUA. Telegram atualizado: https://t.me/jairbolsonarobrasil;45412.0;53025.0;136591.0;;;211857482296579;211857482296579_3080393825426570;https://www.facebook.com/522422702568489/videos/3080393825426570;
